Code,_StartTime,_EndTime,StartTime,EndTime,Type,Change
SA48,Sep 2006,Dec 2018,"£154,450","£129,725",2 Bedrooms,-16%
SA48,Sep 2006,Dec 2018,"£299,000","£347,000",5+ Bedrooms,+16%
SA48,Sep 2006,Dec 2018,"£267,250","£267,000",4 Bedrooms,-0%
SA5,Sep 2006,Dec 2018,"£124,995","£129,450",3 Bedrooms,+4%
SA5,Sep 2006,Dec 2018,"£79,950","£59,995",1 Bedroom,-25%
SA5,Sep 2006,Dec 2018,"£120,000","£115,750",All,-4%
SA5,Sep 2006,Dec 2018,"£95,000","£95,000",2 Bedrooms,0%
SA5,Sep 2006,Dec 2018,"£249,950","£300,000",5+ Bedrooms,+20%
SA5,Sep 2006,Dec 2018,"£199,950","£219,950",4 Bedrooms,+10%
SA6,Sep 2006,Dec 2018,"£139,995","£128,498",3 Bedrooms,-8%
SA6,Sep 2006,Dec 2018,"£78,000","£102,000",1 Bedroom,+31%
SA6,Sep 2006,Dec 2018,"£135,000","£120,000",All,-11%
SA6,Sep 2006,Dec 2018,"£99,995","£90,000",2 Bedrooms,-10%
SA6,Sep 2006,Dec 2018,"£259,950","£380,000",5+ Bedrooms,+46%
SA6,Sep 2006,Dec 2018,"£194,248","£235,000",4 Bedrooms,+21%
SA61,Sep 2006,Dec 2018,"£169,950","£155,000",3 Bedrooms,-9%
SA61,Sep 2006,Dec 2018,"£93,975","£70,000",1 Bedroom,-26%
SA61,Sep 2006,Dec 2018,"£179,950","£154,950",All,-14%
SA61,Sep 2006,Dec 2018,"£126,500","£107,475",2 Bedrooms,-15%
SA61,Sep 2006,Dec 2018,"£275,000","£235,000",5+ Bedrooms,-15%
SA61,Sep 2006,Dec 2018,"£225,000","£190,000",4 Bedrooms,-16%
SA62,Sep 2006,Dec 2018,"£217,475","£229,950",3 Bedrooms,+6%
SA62,Sep 2006,Dec 2018,"£149,125","£139,950",1 Bedroom,-6%
SA62,Sep 2006,Dec 2018,"£235,000","£263,950",All,+12%
SA62,Sep 2006,Dec 2018,"£179,500","£158,000",2 Bedrooms,-12%
SA62,Sep 2006,Dec 2018,"£395,000","£452,500",5+ Bedrooms,+15%
SA62,Sep 2006,Dec 2018,"£325,000","£349,950",4 Bedrooms,+8%
SA63,Sep 2006,Dec 2018,"£210,000","£181,475",3 Bedrooms,-14%
SA63,Sep 2006,Dec 2018,"£100,000","£125,000",1 Bedroom,+25%
SA63,Sep 2006,Dec 2018,"£247,475","£259,000",All,+5%
SA63,Sep 2006,Dec 2018,"£257,475","£325,000",2 Bedrooms,+26%
SA63,Sep 2006,Dec 2018,"£425,000","£340,000",5+ Bedrooms,-20%
SA63,Sep 2006,Dec 2018,"£247,475","£322,500",4 Bedrooms,+30%
SA64,Sep 2006,Dec 2018,"£164,995","£150,000",3 Bedrooms,-9%
SA64,Sep 2006,Dec 2018,-,"£145,000",1 Bedroom,-
SA64,Sep 2006,Dec 2018,"£188,748","£167,475",All,-11%
SA64,Sep 2006,Dec 2018,"£146,475","£149,950",2 Bedrooms,+2%
SA64,Sep 2006,Dec 2018,"£264,750","£300,000",5+ Bedrooms,+13%
SA64,Sep 2006,Dec 2018,"£660,000","£239,950",4 Bedrooms,-64%
SA65,Sep 2006,Dec 2018,"£227,500","£173,750",3 Bedrooms,-24%
SA65,Sep 2006,Dec 2018,-,"£195,000",1 Bedroom,-
SA65,Sep 2006,Dec 2018,"£207,500","£195,000",All,-6%
SA65,Sep 2006,Dec 2018,"£168,950","£179,500",2 Bedrooms,+6%
SA65,Sep 2006,Dec 2018,"£305,000","£320,000",5+ Bedrooms,+5%
SA65,Sep 2006,Dec 2018,"£221,750","£235,000",4 Bedrooms,+6%
SA66,Sep 2006,Dec 2018,"£247,475","£219,950",3 Bedrooms,-11%
SA66,Sep 2006,Dec 2018,-,-,1 Bedroom,-
SA66,Sep 2006,Dec 2018,"£249,725","£239,725",All,-4%
SA66,Sep 2006,Dec 2018,"£270,000","£95,000",2 Bedrooms,-65%
SA66,Sep 2006,Dec 2018,"£450,000","£484,500",5+ Bedrooms,+8%
SA66,Sep 2006,Dec 2018,"£307,475","£335,000",4 Bedrooms,+9%
SA67,Sep 2006,Dec 2018,"£249,950","£212,998",3 Bedrooms,-15%
SA67,Sep 2006,Dec 2018,"£99,950","£109,950",1 Bedroom,+10%
SA67,Sep 2006,Dec 2018,"£249,999","£250,000",All,+0%
SA67,Sep 2006,Dec 2018,"£149,000","£125,000",2 Bedrooms,-16%
SA67,Sep 2006,Dec 2018,"£447,500","£575,000",5+ Bedrooms,+28%
SA67,Sep 2006,Dec 2018,"£297,250","£295,000",4 Bedrooms,-1%
SA68,Sep 2006,Dec 2018,"£215,000","£240,000",3 Bedrooms,+12%
SA68,Sep 2006,Dec 2018,-,-,1 Bedroom,-
SA68,Sep 2006,Dec 2018,"£235,000","£259,950",All,+11%
SA68,Sep 2006,Dec 2018,"£167,500","£97,500",2 Bedrooms,-42%
SA68,Sep 2006,Dec 2018,"£388,750","£339,998",5+ Bedrooms,-13%
SA68,Sep 2006,Dec 2018,"£308,750","£299,999",4 Bedrooms,-3%
SA69,Sep 2006,Dec 2018,"£264,950","£255,000",3 Bedrooms,-4%
SA69,Sep 2006,Dec 2018,"£175,000","£179,950",1 Bedroom,+3%
SA69,Sep 2006,Dec 2018,"£249,950","£275,000",All,+10%
SA69,Sep 2006,Dec 2018,"£189,500","£179,950",2 Bedrooms,-5%
SA69,Sep 2006,Dec 2018,"£354,975","£560,000",5+ Bedrooms,+58%
SA69,Sep 2006,Dec 2018,"£299,950","£297,225",4 Bedrooms,-1%
SA7,Sep 2006,Dec 2018,"£145,000","£154,995",3 Bedrooms,+7%
SA7,Sep 2006,Dec 2018,"£65,973","£74,995",1 Bedroom,+14%
SA7,Sep 2006,Dec 2018,"£146,498","£154,995",All,+6%
SA7,Sep 2006,Dec 2018,"£99,995","£110,000",2 Bedrooms,+10%
SA7,Sep 2006,Dec 2018,"£437,500","£499,955",5+ Bedrooms,+14%
SA7,Sep 2006,Dec 2018,"£185,000","£220,000",4 Bedrooms,+19%
SA70,Sep 2006,Dec 2018,"£215,000","£229,975",3 Bedrooms,+7%
SA70,Sep 2006,Dec 2018,"£157,500","£137,450",1 Bedroom,-13%
SA70,Sep 2006,Dec 2018,"£245,000","£275,000",All,+12%
SA70,Sep 2006,Dec 2018,"£180,000","£172,500",2 Bedrooms,-4%
SA70,Sep 2006,Dec 2018,"£395,000","£524,998",5+ Bedrooms,+33%
SA70,Sep 2006,Dec 2018,"£340,000","£325,000",4 Bedrooms,-4%
SA71,Sep 2006,Dec 2018,"£177,500","£205,000",3 Bedrooms,+15%
SA71,Sep 2006,Dec 2018,"£69,950","£99,950",1 Bedroom,+43%
SA71,Sep 2006,Dec 2018,"£189,500","£179,975",All,-5%
SA71,Sep 2006,Dec 2018,"£139,950","£110,000",2 Bedrooms,-21%
SA71,Sep 2006,Dec 2018,"£314,975","£419,975",5+ Bedrooms,+33%
SA71,Sep 2006,Dec 2018,"£265,000","£295,000",4 Bedrooms,+11%
SA72,Sep 2006,Dec 2018,"£149,950","£125,000",3 Bedrooms,-17%
SA72,Sep 2006,Dec 2018,"£75,000","£39,950",1 Bedroom,-47%
SA72,Sep 2006,Dec 2018,"£159,950","£125,000",All,-22%
SA72,Sep 2006,Dec 2018,"£120,000","£72,000",2 Bedrooms,-40%
SA72,Sep 2006,Dec 2018,"£257,500","£220,000",5+ Bedrooms,-15%
SA72,Sep 2006,Dec 2018,"£219,500","£179,950",4 Bedrooms,-18%
SA73,Sep 2006,Dec 2018,"£149,950","£155,000",3 Bedrooms,+3%
SA73,Sep 2006,Dec 2018,"£90,000","£55,000",1 Bedroom,-39%
SA73,Sep 2006,Dec 2018,"£169,975","£165,000",All,-3%
SA73,Sep 2006,Dec 2018,"£122,000","£95,000",2 Bedrooms,-22%
SA73,Sep 2006,Dec 2018,"£309,973","£313,000",5+ Bedrooms,+1%
SA73,Sep 2006,Dec 2018,"£239,950","£239,975",4 Bedrooms,+0%
SA8,Sep 2006,Dec 2018,"£155,250","£165,000",3 Bedrooms,+6%
SA8,Sep 2006,Dec 2018,"£79,995","£72,473",1 Bedroom,-9%
SA8,Sep 2006,Dec 2018,"£159,998","£169,995",All,+6%
SA8,Sep 2006,Dec 2018,"£135,000","£108,998",2 Bedrooms,-19%
SA8,Sep 2006,Dec 2018,"£270,000","£330,000",5+ Bedrooms,+22%
SA8,Sep 2006,Dec 2018,"£215,000","£210,000",4 Bedrooms,-2%
SA9,Sep 2006,Dec 2018,"£135,000","£134,995",3 Bedrooms,-0%
SA9,Sep 2006,Dec 2018,"£130,000","£174,995",1 Bedroom,+35%
SA9,Sep 2006,Dec 2018,"£139,950","£125,000",All,-11%
SA9,Sep 2006,Dec 2018,"£89,950","£82,500",2 Bedrooms,-8%
SA9,Sep 2006,Dec 2018,"£287,500","£350,000",5+ Bedrooms,+22%
SA9,Sep 2006,Dec 2018,"£229,998","£242,500",4 Bedrooms,+5%
SE1,Sep 2006,Dec 2018,"£595,000","£1,816,150",3 Bedrooms,+205%
SE1,Sep 2006,Dec 2018,"£299,950","£635,000",1 Bedroom,+112%
SE1,Sep 2006,Dec 2018,"£375,000","£975,000",All,+160%
SE1,Sep 2006,Dec 2018,"£462,500","£1,112,000",2 Bedrooms,+140%
SE1,Sep 2006,Dec 2018,-,"£2,675,000",5+ Bedrooms,-
SE1,Sep 2006,Dec 2018,"£715,000","£1,480,000",4 Bedrooms,+107%
SE10,Sep 2006,Dec 2018,"£395,000","£777,500",3 Bedrooms,+97%
SE10,Sep 2006,Dec 2018,"£219,950","£412,498",1 Bedroom,+88%
SE10,Sep 2006,Dec 2018,"£320,000","£585,000",All,+83%
SE10,Sep 2006,Dec 2018,"£299,950","£575,000",2 Bedrooms,+92%
SE10,Sep 2006,Dec 2018,"£600,000","£1,600,000",5+ Bedrooms,+167%
SE10,Sep 2006,Dec 2018,"£605,000","£1,100,000",4 Bedrooms,+82%
SE11,Sep 2006,Dec 2018,"£338,000","£837,500",3 Bedrooms,+148%
SE11,Sep 2006,Dec 2018,"£215,000","£425,000",1 Bedroom,+98%
SE11,Sep 2006,Dec 2018,"£338,000","£577,500",All,+71%
SE11,Sep 2006,Dec 2018,"£350,000","£575,000",2 Bedrooms,+64%
SE11,Sep 2006,Dec 2018,"£850,000","£1,699,000",5+ Bedrooms,+100%
SE11,Sep 2006,Dec 2018,"£685,000","£920,000",4 Bedrooms,+34%
SE12,Sep 2006,Dec 2018,"£275,000","£460,000",3 Bedrooms,+67%
SE12,Sep 2006,Dec 2018,"£143,000","£239,950",1 Bedroom,+68%
SE12,Sep 2006,Dec 2018,"£225,000","£400,000",All,+78%
SE12,Sep 2006,Dec 2018,"£171,475","£302,500",2 Bedrooms,+76%
SE12,Sep 2006,Dec 2018,"£562,500","£690,000",5+ Bedrooms,+23%
SE12,Sep 2006,Dec 2018,"£365,000","£599,950",4 Bedrooms,+64%
SE13,Sep 2006,Dec 2018,"£249,950","£590,000",3 Bedrooms,+136%
SE13,Sep 2006,Dec 2018,"£168,750","£300,000",1 Bedroom,+78%
SE13,Sep 2006,Dec 2018,"£214,975","£400,000",All,+86%
SE13,Sep 2006,Dec 2018,"£220,000","£400,000",2 Bedrooms,+82%
SE13,Sep 2006,Dec 2018,"£412,498","£800,000",5+ Bedrooms,+94%
SE13,Sep 2006,Dec 2018,"£350,000","£799,995",4 Bedrooms,+129%
SE14,Sep 2006,Dec 2018,"£269,995","£625,000",3 Bedrooms,+131%
SE14,Sep 2006,Dec 2018,"£152,000","£295,000",1 Bedroom,+94%
SE14,Sep 2006,Dec 2018,"£190,975","£400,000",All,+109%
SE14,Sep 2006,Dec 2018,"£210,000","£425,000",2 Bedrooms,+102%
SE14,Sep 2006,Dec 2018,"£629,995","£1,250,000",5+ Bedrooms,+98%
SE14,Sep 2006,Dec 2018,"£420,000","£775,000",4 Bedrooms,+85%
SE15,Sep 2006,Dec 2018,"£289,995","£675,000",3 Bedrooms,+133%
SE15,Sep 2006,Dec 2018,"£169,950","£325,000",1 Bedroom,+91%
SE15,Sep 2006,Dec 2018,"£230,975","£467,475",All,+102%
SE15,Sep 2006,Dec 2018,"£225,000","£415,000",2 Bedrooms,+84%
SE15,Sep 2006,Dec 2018,"£580,000","£1,100,000",5+ Bedrooms,+90%
SE15,Sep 2006,Dec 2018,"£389,950","£900,000",4 Bedrooms,+131%
SE16,Sep 2006,Dec 2018,"£354,975","£695,000",3 Bedrooms,+96%
SE16,Sep 2006,Dec 2018,"£197,475","£430,000",1 Bedroom,+118%
SE16,Sep 2006,Dec 2018,"£279,995","£522,500",All,+87%
SE16,Sep 2006,Dec 2018,"£289,973","£550,000",2 Bedrooms,+90%
SE16,Sep 2006,Dec 2018,"£514,975","£825,000",5+ Bedrooms,+60%
SE16,Sep 2006,Dec 2018,"£375,000","£750,000",4 Bedrooms,+100%
SE17,Sep 2006,Dec 2018,"£229,950","£680,000",3 Bedrooms,+196%
SE17,Sep 2006,Dec 2018,"£175,000","£500,000",1 Bedroom,+186%
SE17,Sep 2006,Dec 2018,"£219,998","£550,000",All,+150%
SE17,Sep 2006,Dec 2018,"£217,475","£622,500",2 Bedrooms,+186%
SE17,Sep 2006,Dec 2018,"£482,500","£612,475",5+ Bedrooms,+27%
SE17,Sep 2006,Dec 2018,"£265,000","£1,025,000",4 Bedrooms,+287%
SE18,Sep 2006,Dec 2018,"£225,000","£465,000",3 Bedrooms,+107%
SE18,Sep 2006,Dec 2018,"£157,475","£320,000",1 Bedroom,+103%
SE18,Sep 2006,Dec 2018,"£195,000","£420,000",All,+115%
SE18,Sep 2006,Dec 2018,"£179,995","£425,000",2 Bedrooms,+136%
SE18,Sep 2006,Dec 2018,"£315,000","£625,000",5+ Bedrooms,+98%
SE18,Sep 2006,Dec 2018,"£299,995","£550,000",4 Bedrooms,+83%
SE19,Sep 2006,Dec 2018,"£275,000","£575,000",3 Bedrooms,+109%
SE19,Sep 2006,Dec 2018,"£164,000","£290,000",1 Bedroom,+77%
SE19,Sep 2006,Dec 2018,"£210,000","£400,000",All,+90%
SE19,Sep 2006,Dec 2018,"£199,950","£375,000",2 Bedrooms,+88%
SE19,Sep 2006,Dec 2018,"£640,000","£1,200,000",5+ Bedrooms,+88%
SE19,Sep 2006,Dec 2018,"£429,973","£700,000",4 Bedrooms,+63%
SE2,Sep 2006,Dec 2018,"£194,995","£385,000",3 Bedrooms,+97%
SE2,Sep 2006,Dec 2018,"£126,998","£197,500",1 Bedroom,+56%
SE2,Sep 2006,Dec 2018,"£179,995","£370,000",All,+106%
SE2,Sep 2006,Dec 2018,"£146,995","£275,000",2 Bedrooms,+87%
SE2,Sep 2006,Dec 2018,-,"£512,500",5+ Bedrooms,-
SE2,Sep 2006,Dec 2018,"£257,473","£444,750",4 Bedrooms,+73%
SE20,Sep 2006,Dec 2018,"£235,000","£470,000",3 Bedrooms,+100%
SE20,Sep 2006,Dec 2018,"£147,000","£289,000",1 Bedroom,+97%
SE20,Sep 2006,Dec 2018,"£194,950","£367,000",All,+88%
SE20,Sep 2006,Dec 2018,"£194,950","£375,000",2 Bedrooms,+92%
SE20,Sep 2006,Dec 2018,"£497,498","£912,500",5+ Bedrooms,+83%
SE20,Sep 2006,Dec 2018,"£310,000","£700,000",4 Bedrooms,+126%
SE21,Sep 2006,Dec 2018,"£299,975","£675,000",3 Bedrooms,+125%
SE21,Sep 2006,Dec 2018,"£178,000","£310,000",1 Bedroom,+74%
SE21,Sep 2006,Dec 2018,"£330,000","£550,000",All,+67%
SE21,Sep 2006,Dec 2018,"£239,950","£499,995",2 Bedrooms,+108%
SE21,Sep 2006,Dec 2018,"£1,385,000","£1,975,000",5+ Bedrooms,+43%
SE21,Sep 2006,Dec 2018,"£795,000","£895,000",4 Bedrooms,+13%
SE22,Sep 2006,Dec 2018,"£386,498","£699,950",3 Bedrooms,+81%
SE22,Sep 2006,Dec 2018,"£210,000","£379,950",1 Bedroom,+81%
SE22,Sep 2006,Dec 2018,"£299,950","£599,950",All,+100%
SE22,Sep 2006,Dec 2018,"£275,000","£550,000",2 Bedrooms,+100%
SE22,Sep 2006,Dec 2018,"£730,000","£1,250,000",5+ Bedrooms,+71%
SE22,Sep 2006,Dec 2018,"£499,950","£1,050,000",4 Bedrooms,+110%
SE23,Sep 2006,Dec 2018,"£269,995","£560,000",3 Bedrooms,+107%
SE23,Sep 2006,Dec 2018,"£153,998","£300,000",1 Bedroom,+95%
SE23,Sep 2006,Dec 2018,"£237,500","£455,000",All,+92%
SE23,Sep 2006,Dec 2018,"£198,950","£400,000",2 Bedrooms,+101%
SE23,Sep 2006,Dec 2018,"£485,000","£1,250,000",5+ Bedrooms,+158%
SE23,Sep 2006,Dec 2018,"£389,995","£887,498",4 Bedrooms,+128%
SE24,Sep 2006,Dec 2018,"£335,000","£642,500",3 Bedrooms,+92%
SE24,Sep 2006,Dec 2018,"£185,000","£350,000",1 Bedroom,+89%
SE24,Sep 2006,Dec 2018,"£289,950","£600,000",All,+107%
SE24,Sep 2006,Dec 2018,"£259,998","£524,999",2 Bedrooms,+102%
SE24,Sep 2006,Dec 2018,"£695,000","£1,625,000",5+ Bedrooms,+134%
SE24,Sep 2006,Dec 2018,"£595,000","£1,169,000",4 Bedrooms,+96%
SE25,Sep 2006,Dec 2018,"£239,950","£419,975",3 Bedrooms,+75%
SE25,Sep 2006,Dec 2018,"£134,950","£240,000",1 Bedroom,+78%
SE25,Sep 2006,Dec 2018,"£189,950","£335,000",All,+76%
SE25,Sep 2006,Dec 2018,"£169,950","£300,000",2 Bedrooms,+77%
SE25,Sep 2006,Dec 2018,"£312,498","£660,000",5+ Bedrooms,+111%
SE25,Sep 2006,Dec 2018,"£284,950","£550,000",4 Bedrooms,+93%
SE26,Sep 2006,Dec 2018,"£239,950","£532,500",3 Bedrooms,+122%
SE26,Sep 2006,Dec 2018,"£144,995","£250,000",1 Bedroom,+72%
SE26,Sep 2006,Dec 2018,"£215,995","£450,000",All,+108%
SE26,Sep 2006,Dec 2018,"£199,995","£412,500",2 Bedrooms,+106%
SE26,Sep 2006,Dec 2018,"£737,500","£1,200,000",5+ Bedrooms,+63%
SE26,Sep 2006,Dec 2018,"£369,500","£750,000",4 Bedrooms,+103%
SE27,Sep 2006,Dec 2018,"£275,000","£599,950",3 Bedrooms,+118%
SE27,Sep 2006,Dec 2018,"£157,950","£300,000",1 Bedroom,+90%
SE27,Sep 2006,Dec 2018,"£234,950","£450,000",All,+92%
SE27,Sep 2006,Dec 2018,"£209,975","£385,000",2 Bedrooms,+83%
SE27,Sep 2006,Dec 2018,"£499,973","£950,000",5+ Bedrooms,+90%
SE27,Sep 2006,Dec 2018,"£322,500","£800,000",4 Bedrooms,+148%
SE28,Sep 2006,Dec 2018,"£193,995","£330,000",3 Bedrooms,+70%
SE28,Sep 2006,Dec 2018,"£124,975","£220,000",1 Bedroom,+76%
SE28,Sep 2006,Dec 2018,"£178,000","£289,950",All,+63%
SE28,Sep 2006,Dec 2018,"£159,995","£275,000",2 Bedrooms,+72%
SE28,Sep 2006,Dec 2018,"£250,000","£475,000",5+ Bedrooms,+90%
SE28,Sep 2006,Dec 2018,"£210,998","£375,000",4 Bedrooms,+78%
SE3,Sep 2006,Dec 2018,"£330,000","£610,000",3 Bedrooms,+85%
SE3,Sep 2006,Dec 2018,"£207,500","£375,000",1 Bedroom,+81%
SE3,Sep 2006,Dec 2018,"£279,995","£535,000",All,+91%
SE3,Sep 2006,Dec 2018,"£245,000","£500,000",2 Bedrooms,+104%
SE3,Sep 2006,Dec 2018,"£725,000","£1,950,000",5+ Bedrooms,+169%
SE3,Sep 2006,Dec 2018,"£450,000","£830,000",4 Bedrooms,+84%
SE4,Sep 2006,Dec 2018,"£269,950","£600,000",3 Bedrooms,+122%
SE4,Sep 2006,Dec 2018,"£159,950","£325,000",1 Bedroom,+103%
SE4,Sep 2006,Dec 2018,"£239,950","£499,950",All,+108%
SE4,Sep 2006,Dec 2018,"£225,000","£450,000",2 Bedrooms,+100%
SE4,Sep 2006,Dec 2018,"£695,000","£745,000",5+ Bedrooms,+7%
SE4,Sep 2006,Dec 2018,"£340,000","£799,995",4 Bedrooms,+135%
SE5,Sep 2006,Dec 2018,"£310,000","£640,000",3 Bedrooms,+106%
SE5,Sep 2006,Dec 2018,"£165,000","£397,500",1 Bedroom,+141%
SE5,Sep 2006,Dec 2018,"£240,000","£475,000",All,+98%
SE5,Sep 2006,Dec 2018,"£239,998","£500,000",2 Bedrooms,+108%
SE5,Sep 2006,Dec 2018,"£649,750","£1,050,000",5+ Bedrooms,+62%
SE5,Sep 2006,Dec 2018,"£485,000","£782,498",4 Bedrooms,+61%
SE6,Sep 2006,Dec 2018,"£240,000","£485,000",3 Bedrooms,+102%
SE6,Sep 2006,Dec 2018,"£144,973","£250,000",1 Bedroom,+72%
SE6,Sep 2006,Dec 2018,"£195,000","£400,000",All,+105%
SE6,Sep 2006,Dec 2018,"£169,950","£337,500",2 Bedrooms,+99%
SE6,Sep 2006,Dec 2018,"£425,000","£799,975",5+ Bedrooms,+88%
SE6,Sep 2006,Dec 2018,"£319,950","£649,950",4 Bedrooms,+103%
SE7,Sep 2006,Dec 2018,"£262,500","£522,500",3 Bedrooms,+99%
SE7,Sep 2006,Dec 2018,"£159,995","£295,000",1 Bedroom,+84%
SE7,Sep 2006,Dec 2018,"£210,000","£400,000",All,+90%
SE7,Sep 2006,Dec 2018,"£199,475","£389,995",2 Bedrooms,+96%
SE7,Sep 2006,Dec 2018,"£377,500","£775,000",5+ Bedrooms,+105%
SE7,Sep 2006,Dec 2018,"£359,995","£712,498",4 Bedrooms,+98%
SE8,Sep 2006,Dec 2018,"£310,000","£599,950",3 Bedrooms,+94%
SE8,Sep 2006,Dec 2018,"£151,000","£370,000",1 Bedroom,+145%
SE8,Sep 2006,Dec 2018,"£205,000","£450,000",All,+120%
SE8,Sep 2006,Dec 2018,"£208,500","£475,000",2 Bedrooms,+128%
SE8,Sep 2006,Dec 2018,"£345,000","£875,000",5+ Bedrooms,+154%
SE8,Sep 2006,Dec 2018,"£417,495","£732,500",4 Bedrooms,+75%
SE9,Sep 2006,Dec 2018,"£230,995","£427,500",3 Bedrooms,+85%
SE9,Sep 2006,Dec 2018,"£144,950","£270,000",1 Bedroom,+86%
SE9,Sep 2006,Dec 2018,"£219,995","£430,000",All,+95%
SE9,Sep 2006,Dec 2018,"£174,475","£322,500",2 Bedrooms,+85%
SE9,Sep 2006,Dec 2018,"£519,998","£975,000",5+ Bedrooms,+88%
SE9,Sep 2006,Dec 2018,"£345,000","£595,000",4 Bedrooms,+72%
SG1,Sep 2006,Dec 2018,"£189,995","£310,000",3 Bedrooms,+63%
SG1,Sep 2006,Dec 2018,"£112,000","£170,000",1 Bedroom,+52%
SG1,Sep 2006,Dec 2018,"£183,500","£289,995",All,+58%
SG1,Sep 2006,Dec 2018,"£165,000","£235,000",2 Bedrooms,+42%
SG1,Sep 2006,Dec 2018,"£379,950","£540,000",5+ Bedrooms,+42%
SG1,Sep 2006,Dec 2018,"£309,950","£414,995",4 Bedrooms,+34%
SG10,Sep 2006,Dec 2018,"£422,500","£530,000",3 Bedrooms,+25%
SG10,Sep 2006,Dec 2018,-,-,1 Bedroom,-
SG10,Sep 2006,Dec 2018,"£875,000","£850,000",All,-3%
SG10,Sep 2006,Dec 2018,-,"£297,500",2 Bedrooms,-
SG10,Sep 2006,Dec 2018,"£1,275,000","£1,250,000",5+ Bedrooms,-2%
SG10,Sep 2006,Dec 2018,"£875,000","£750,000",4 Bedrooms,-14%
SG11,Sep 2006,Dec 2018,"£266,500","£424,995",3 Bedrooms,+59%
SG11,Sep 2006,Dec 2018,"£154,995","£180,000",1 Bedroom,+16%
SG11,Sep 2006,Dec 2018,"£352,500","£595,000",All,+69%
SG11,Sep 2006,Dec 2018,"£202,498","£340,000",2 Bedrooms,+68%
SG11,Sep 2006,Dec 2018,"£615,000","£1,347,500",5+ Bedrooms,+119%
SG11,Sep 2006,Dec 2018,"£465,000","£697,498",4 Bedrooms,+50%
SG12,Sep 2006,Dec 2018,"£274,995","£457,500",3 Bedrooms,+66%
SG12,Sep 2006,Dec 2018,"£139,995","£225,000",1 Bedroom,+61%
SG12,Sep 2006,Dec 2018,"£242,500","£415,000",All,+71%
SG12,Sep 2006,Dec 2018,"£189,995","£286,000",2 Bedrooms,+51%
SG12,Sep 2006,Dec 2018,"£599,950","£1,272,500",5+ Bedrooms,+112%
SG12,Sep 2006,Dec 2018,"£422,498","£650,000",4 Bedrooms,+54%
SG13,Sep 2006,Dec 2018,"£274,950","£494,998",3 Bedrooms,+80%
SG13,Sep 2006,Dec 2018,"£135,950","£275,000",1 Bedroom,+102%
SG13,Sep 2006,Dec 2018,"£274,995","£400,000",All,+45%
SG13,Sep 2006,Dec 2018,"£219,995","£325,000",2 Bedrooms,+48%
SG13,Sep 2006,Dec 2018,"£1,000,000","£1,700,000",5+ Bedrooms,+70%
SG13,Sep 2006,Dec 2018,"£429,950","£725,000",4 Bedrooms,+69%
SG14,Sep 2006,Dec 2018,"£329,950","£500,000",3 Bedrooms,+52%
SG14,Sep 2006,Dec 2018,"£147,500","£235,000",1 Bedroom,+59%
SG14,Sep 2006,Dec 2018,"£250,000","£475,000",All,+90%
SG14,Sep 2006,Dec 2018,"£230,000","£350,000",2 Bedrooms,+52%
SG14,Sep 2006,Dec 2018,"£700,000","£1,050,000",5+ Bedrooms,+50%
SG14,Sep 2006,Dec 2018,"£529,975","£795,000",4 Bedrooms,+50%
SG15,Sep 2006,Dec 2018,"£219,950","£350,000",3 Bedrooms,+59%
SG15,Sep 2006,Dec 2018,"£103,498","£162,500",1 Bedroom,+57%
SG15,Sep 2006,Dec 2018,"£219,950","£335,000",All,+52%
SG15,Sep 2006,Dec 2018,"£154,995","£249,975",2 Bedrooms,+61%
SG15,Sep 2006,Dec 2018,"£409,995","£485,000",5+ Bedrooms,+18%
SG15,Sep 2006,Dec 2018,"£329,950","£430,000",4 Bedrooms,+30%
SG16,Sep 2006,Dec 2018,"£221,225","£338,750",3 Bedrooms,+53%
SG16,Sep 2006,Dec 2018,"£118,500",-,1 Bedroom,-
SG16,Sep 2006,Dec 2018,"£202,498","£389,975",All,+93%
SG16,Sep 2006,Dec 2018,"£151,000","£227,500",2 Bedrooms,+51%
SG16,Sep 2006,Dec 2018,"£339,950","£579,998",5+ Bedrooms,+71%
SG16,Sep 2006,Dec 2018,"£329,950","£486,250",4 Bedrooms,+47%
SG17,Sep 2006,Dec 2018,"£219,950","£325,000",3 Bedrooms,+48%
SG17,Sep 2006,Dec 2018,"£124,950","£145,000",1 Bedroom,+16%
SG17,Sep 2006,Dec 2018,"£225,000","£335,000",All,+49%
SG17,Sep 2006,Dec 2018,"£149,995","£247,500",2 Bedrooms,+65%
SG17,Sep 2006,Dec 2018,"£359,995","£639,998",5+ Bedrooms,+78%
SG17,Sep 2006,Dec 2018,"£325,000","£469,995",4 Bedrooms,+45%
SG19,Sep 2006,Dec 2018,"£199,950","£299,950",3 Bedrooms,+50%
SG19,Sep 2006,Dec 2018,"£92,995","£127,475",1 Bedroom,+37%
SG19,Sep 2006,Dec 2018,"£215,000","£339,998",All,+58%
SG19,Sep 2006,Dec 2018,"£151,248","£255,000",2 Bedrooms,+69%
SG19,Sep 2006,Dec 2018,"£495,000","£750,000",5+ Bedrooms,+52%
SG19,Sep 2006,Dec 2018,"£269,000","£450,000",4 Bedrooms,+67%
SG18,Sep 2006,Dec 2018,"£194,950","£302,500",3 Bedrooms,+55%
SG18,Sep 2006,Dec 2018,"£114,995","£157,500",1 Bedroom,+37%
SG18,Sep 2006,Dec 2018,"£195,000","£315,000",All,+62%
